2023-04-25 14:56:07.067 LOG_ALARM -----------------  logr4z thread started!  ---------------------------- Logr.cpp:1725
2023-04-25 14:56:07.068 LOG_ALARM logrger id=0 key=Main name=Main path=./log/ level=0 display=true Logr.cpp:1735
2023-04-26 06:57:39.092 LOG_ALARM logrger id=0 key=Main name=Main path=./log/ level=0 display=true Logr.cpp:1735
2023-04-26 06:57:39.141 LOG_INFO  ----------load model!----------- ano_detect_main.cpp:10
2023-04-26 06:57:39.142 LOG_INFO  <load model>load GroundWater model DeepNet.cpp:88
2023-04-26 06:57:44.973 LOG_INFO  <load model>load GroundWater model successful! DeepNet.cpp:99
2023-04-26 06:57:44.974 LOG_INFO  <load model>ALL modl load successful! ano_detect_main.cpp:14
2023-04-26 06:57:44.974 LOG_INFO  ----------AnoServer start!----------- ano_detect_main.cpp:19
2023-04-26 06:57:52.078 LOG_INFO  <InitServer> server bind complete! server.cpp:30
2023-04-26 06:57:52.196 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 06:57:52.209 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 06:57:52.217 LOG_INFO  <AnoServer> Server accept complete! server.cpp:200
2023-04-26 06:57:52.231 LOG_INFO  <RecvInfo>recvInfo cols=720 server.cpp:86
2023-04-26 06:57:52.232 LOG_INFO  <RecvInfo>recvInfo rows=960 server.cpp:87
2023-04-26 06:57:52.232 LOG_INFO  <RecvInfo>recvInfo channels=3 server.cpp:88
2023-04-26 06:57:52.232 LOG_INFO  <RecvInfo>recvInfo status=ok server.cpp:89
2023-04-26 06:57:52.233 LOG_INFO  <RecvInfo>recvInfo file_path=demo/sly.jpg server.cpp:90
2023-04-26 06:57:52.233 LOG_INFO  <RecvInfo>recvInfo ano_type=GroundWater server.cpp:91
2023-04-26 06:57:52.261 LOG_INFO  <AnoServer> recv image successful! server.cpp:224
2023-04-26 06:57:52.289 LOG_INFO  <Recognition> start Recognition,Ano_type=FBGW server.cpp:237
2023-04-26 06:57:52.498 LOG_INFO  <Yolov5Detect>recognition type=1 yolov5.cpp:110
2023-04-26 06:59:22.543 LOG_ALARM -----------------  logr4z thread started!  ---------------------------- Logr.cpp:1725
2023-04-26 06:59:22.544 LOG_ALARM logrger id=0 key=Main name=Main path=./log/ level=0 display=true Logr.cpp:1735
2023-04-26 06:59:22.593 LOG_INFO  ----------load model!----------- ano_detect_main.cpp:10
2023-04-26 06:59:22.594 LOG_INFO  <load model>load GroundWater model DeepNet.cpp:88
2023-04-26 06:59:28.496 LOG_INFO  <load model>load GroundWater model successful! DeepNet.cpp:99
2023-04-26 06:59:28.497 LOG_INFO  <load model>ALL modl load successful! ano_detect_main.cpp:14
2023-04-26 06:59:28.497 LOG_INFO  ----------AnoServer start!----------- ano_detect_main.cpp:19
2023-04-26 06:59:34.755 LOG_INFO  <InitServer> server bind complete! server.cpp:30
2023-04-26 06:59:34.773 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 06:59:34.773 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 06:59:34.774 LOG_INFO  <AnoServer> Server accept complete! server.cpp:200
2023-04-26 06:59:34.793 LOG_INFO  <RecvInfo>recvInfo cols=720 server.cpp:86
2023-04-26 06:59:34.793 LOG_INFO  <RecvInfo>recvInfo rows=960 server.cpp:87
2023-04-26 06:59:34.794 LOG_INFO  <RecvInfo>recvInfo channels=3 server.cpp:88
2023-04-26 06:59:34.795 LOG_INFO  <RecvInfo>recvInfo status=ok server.cpp:89
2023-04-26 06:59:34.795 LOG_INFO  <RecvInfo>recvInfo file_path=demo/sly.jpg server.cpp:90
2023-04-26 06:59:34.796 LOG_INFO  <RecvInfo>recvInfo ano_type=GroundWater server.cpp:91
2023-04-26 06:59:34.820 LOG_INFO  <AnoServer> recv image successful! server.cpp:224
2023-04-26 06:59:34.820 LOG_INFO  <Recognition> start Recognition,Ano_type=FBGW server.cpp:237
2023-04-26 06:59:34.820 LOG_INFO  <Yolov5Detect>recognition type=1 yolov5.cpp:110
2023-04-26 06:59:44.783 LOG_ALARM -----------------  logr4z thread started!  ---------------------------- Logr.cpp:1725
2023-04-26 06:59:44.783 LOG_ALARM logrger id=0 key=Main name=Main path=./log/ level=0 display=true Logr.cpp:1735
2023-04-26 06:59:44.833 LOG_INFO  ----------load model!----------- ano_detect_main.cpp:10
2023-04-26 06:59:44.833 LOG_INFO  <load model>load GroundWater model DeepNet.cpp:88
2023-04-26 06:59:50.350 LOG_INFO  <load model>load GroundWater model successful! DeepNet.cpp:99
2023-04-26 06:59:50.350 LOG_INFO  <load model>ALL modl load successful! ano_detect_main.cpp:14
2023-04-26 06:59:50.350 LOG_INFO  ----------AnoServer start!----------- ano_detect_main.cpp:19
2023-04-26 07:00:06.043 LOG_INFO  <InitServer> server bind complete! server.cpp:30
2023-04-26 07:00:24.255 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 07:00:24.257 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 07:00:24.259 LOG_INFO  <AnoServer> Server accept complete! server.cpp:200
2023-04-26 07:00:24.261 LOG_INFO  <RecvInfo>recvInfo cols=720 server.cpp:86
2023-04-26 07:00:24.261 LOG_INFO  <RecvInfo>recvInfo rows=960 server.cpp:87
2023-04-26 07:00:24.262 LOG_INFO  <RecvInfo>recvInfo channels=3 server.cpp:88
2023-04-26 07:00:24.262 LOG_INFO  <RecvInfo>recvInfo status=ok server.cpp:89
2023-04-26 07:00:24.262 LOG_INFO  <RecvInfo>recvInfo file_path=demo/sly.jpg server.cpp:90
2023-04-26 07:00:24.263 LOG_INFO  <RecvInfo>recvInfo ano_type=GroundWater server.cpp:91
2023-04-26 07:00:24.272 LOG_INFO  <AnoServer> recv image successful! server.cpp:224
2023-04-26 07:00:24.272 LOG_INFO  <Recognition> start Recognition,Ano_type=FBGW server.cpp:237
2023-04-26 07:00:41.281 LOG_INFO  <Yolov5Detect>recognition type=1 yolov5.cpp:110
2023-04-26 07:01:11.555 LOG_ALARM -----------------  logr4z thread started!  ---------------------------- Logr.cpp:1725
2023-04-26 07:01:11.556 LOG_ALARM logrger id=0 key=Main name=Main path=./log/ level=0 display=true Logr.cpp:1735
2023-04-26 07:01:11.605 LOG_INFO  ----------load model!----------- ano_detect_main.cpp:10
2023-04-26 07:01:11.607 LOG_INFO  <load model>load GroundWater model DeepNet.cpp:88
2023-04-26 07:01:17.396 LOG_INFO  <load model>load GroundWater model successful! DeepNet.cpp:99
2023-04-26 07:01:17.396 LOG_INFO  <load model>ALL modl load successful! ano_detect_main.cpp:14
2023-04-26 07:01:17.396 LOG_INFO  ----------AnoServer start!----------- ano_detect_main.cpp:19
2023-04-26 07:01:18.361 LOG_INFO  <InitServer> server bind complete! server.cpp:30
2023-04-26 07:01:18.381 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 07:01:18.381 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 07:01:18.382 LOG_INFO  <AnoServer> Server accept complete! server.cpp:200
2023-04-26 07:01:18.400 LOG_INFO  <RecvInfo>recvInfo cols=720 server.cpp:86
2023-04-26 07:01:18.401 LOG_INFO  <RecvInfo>recvInfo rows=960 server.cpp:87
2023-04-26 07:01:18.401 LOG_INFO  <RecvInfo>recvInfo channels=3 server.cpp:88
2023-04-26 07:01:18.402 LOG_INFO  <RecvInfo>recvInfo status=ok server.cpp:89
2023-04-26 07:01:18.403 LOG_INFO  <RecvInfo>recvInfo file_path=demo/sly.jpg server.cpp:90
2023-04-26 07:01:18.403 LOG_INFO  <RecvInfo>recvInfo ano_type=GroundWater server.cpp:91
2023-04-26 07:01:18.426 LOG_INFO  <AnoServer> recv image successful! server.cpp:224
2023-04-26 07:01:18.427 LOG_INFO  <Recognition> start Recognition,Ano_type=FBGW server.cpp:237
2023-04-26 07:01:21.343 LOG_INFO  <Yolov5Detect>recognition type=1 yolov5.cpp:110
2023-04-26 07:03:27.295 LOG_ALARM -----------------  logr4z thread started!  ---------------------------- Logr.cpp:1725
2023-04-26 07:03:27.296 LOG_ALARM logrger id=0 key=Main name=Main path=./log/ level=0 display=true Logr.cpp:1735
2023-04-26 07:03:27.346 LOG_INFO  ----------load model!----------- ano_detect_main.cpp:10
2023-04-26 07:03:27.347 LOG_INFO  <load model>load GroundWater model DeepNet.cpp:88
2023-04-26 07:03:33.091 LOG_INFO  <load model>load GroundWater model successful! DeepNet.cpp:99
2023-04-26 07:03:33.092 LOG_INFO  <load model>ALL modl load successful! ano_detect_main.cpp:14
2023-04-26 07:03:33.093 LOG_INFO  ----------AnoServer start!----------- ano_detect_main.cpp:19
2023-04-26 07:03:36.149 LOG_INFO  <InitServer> server bind complete! server.cpp:30
2023-04-26 07:03:36.169 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 07:03:36.169 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 07:03:36.170 LOG_INFO  <AnoServer> Server accept complete! server.cpp:200
2023-04-26 07:03:36.189 LOG_INFO  <RecvInfo>recvInfo cols=720 server.cpp:86
2023-04-26 07:03:36.189 LOG_INFO  <RecvInfo>recvInfo rows=960 server.cpp:87
2023-04-26 07:03:36.190 LOG_INFO  <RecvInfo>recvInfo channels=3 server.cpp:88
2023-04-26 07:03:36.191 LOG_INFO  <RecvInfo>recvInfo status=ok server.cpp:89
2023-04-26 07:03:36.191 LOG_INFO  <RecvInfo>recvInfo file_path=demo/sly.jpg server.cpp:90
2023-04-26 07:03:36.192 LOG_INFO  <RecvInfo>recvInfo ano_type=GroundWater server.cpp:91
2023-04-26 07:03:36.216 LOG_INFO  <AnoServer> recv image successful! server.cpp:224
2023-04-26 07:03:36.216 LOG_INFO  <Recognition> start Recognition,Ano_type=FBGW server.cpp:237
2023-04-26 07:03:41.169 LOG_INFO  <Yolov5Detect>recognition type=1 yolov5.cpp:110
2023-04-26 07:03:50.987 LOG_ALARM -----------------  logr4z thread started!  ---------------------------- Logr.cpp:1725
2023-04-26 07:03:50.988 LOG_ALARM logrger id=0 key=Main name=Main path=./log/ level=0 display=true Logr.cpp:1735
2023-04-26 07:03:51.037 LOG_INFO  ----------load model!----------- ano_detect_main.cpp:10
2023-04-26 07:03:51.039 LOG_INFO  <load model>load GroundWater model DeepNet.cpp:88
2023-04-26 07:03:56.715 LOG_INFO  <load model>load GroundWater model successful! DeepNet.cpp:99
2023-04-26 07:03:56.716 LOG_INFO  <load model>ALL modl load successful! ano_detect_main.cpp:14
2023-04-26 07:03:56.716 LOG_INFO  ----------AnoServer start!----------- ano_detect_main.cpp:19
2023-04-26 07:03:57.416 LOG_INFO  <InitServer> server bind complete! server.cpp:30
2023-04-26 07:03:57.436 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 07:03:57.436 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 07:03:57.437 LOG_INFO  <AnoServer> Server accept complete! server.cpp:200
2023-04-26 07:03:57.455 LOG_INFO  <RecvInfo>recvInfo cols=720 server.cpp:86
2023-04-26 07:03:57.456 LOG_INFO  <RecvInfo>recvInfo rows=960 server.cpp:87
2023-04-26 07:03:57.456 LOG_INFO  <RecvInfo>recvInfo channels=3 server.cpp:88
2023-04-26 07:03:57.457 LOG_INFO  <RecvInfo>recvInfo status=ok server.cpp:89
2023-04-26 07:03:57.457 LOG_INFO  <RecvInfo>recvInfo file_path=demo/sly.jpg server.cpp:90
2023-04-26 07:03:57.457 LOG_INFO  <RecvInfo>recvInfo ano_type=GroundWater server.cpp:91
2023-04-26 07:03:57.481 LOG_INFO  <AnoServer> recv image successful! server.cpp:224
2023-04-26 07:03:57.482 LOG_INFO  <Recognition> start Recognition,Ano_type=FBGW server.cpp:237
2023-04-26 07:12:55.022 LOG_INFO  <Yolov5Detect>recognition type=1 yolov5.cpp:110
2023-04-26 07:25:38.163 LOG_ALARM -----------------  logr4z thread started!  ---------------------------- Logr.cpp:1725
2023-04-26 07:25:38.164 LOG_ALARM logrger id=0 key=Main name=Main path=./log/ level=0 display=true Logr.cpp:1735
2023-04-26 07:25:38.215 LOG_INFO  ----------load model!----------- ano_detect_main.cpp:10
2023-04-26 07:25:38.218 LOG_INFO  <load model>load GroundWater model DeepNet.cpp:88
2023-04-26 07:25:44.127 LOG_INFO  <load model>load GroundWater model successful! DeepNet.cpp:99
2023-04-26 07:25:44.127 LOG_INFO  <load model>ALL modl load successful! ano_detect_main.cpp:14
2023-04-26 07:25:44.127 LOG_INFO  ----------AnoServer start!----------- ano_detect_main.cpp:19
2023-04-26 07:26:04.544 LOG_INFO  <InitServer> server bind complete! server.cpp:30
2023-04-26 07:26:04.563 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 07:26:04.564 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 07:26:04.564 LOG_INFO  <AnoServer> Server accept complete! server.cpp:200
2023-04-26 07:26:04.585 LOG_INFO  <RecvInfo>recvInfo cols=720 server.cpp:86
2023-04-26 07:26:04.585 LOG_INFO  <RecvInfo>recvInfo rows=960 server.cpp:87
2023-04-26 07:26:04.586 LOG_INFO  <RecvInfo>recvInfo channels=3 server.cpp:88
2023-04-26 07:26:04.586 LOG_INFO  <RecvInfo>recvInfo status=ok server.cpp:89
2023-04-26 07:26:04.587 LOG_INFO  <RecvInfo>recvInfo file_path=demo/sly.jpg server.cpp:90
2023-04-26 07:26:04.587 LOG_INFO  <RecvInfo>recvInfo ano_type=GroundWater server.cpp:91
2023-04-26 07:26:04.611 LOG_INFO  <AnoServer> recv image successful! server.cpp:224
2023-04-26 07:26:04.611 LOG_INFO  <Recognition> start Recognition,Ano_type=FBGW server.cpp:237
2023-04-26 07:26:19.896 LOG_INFO  <Yolov5Detect>recognition type=1 yolov5.cpp:111
2023-04-26 07:29:09.231 LOG_INFO  <Yolov5Detect>total detect time=168.6100 yolov5.cpp:176
2023-04-26 07:44:28.211 LOG_ALARM -----------------  logr4z thread started!  ---------------------------- Logr.cpp:1725
2023-04-26 07:44:28.212 LOG_ALARM logrger id=0 key=Main name=Main path=./log/ level=0 display=true Logr.cpp:1735
2023-04-26 07:44:28.261 LOG_INFO  ----------load model!----------- ano_detect_main.cpp:10
2023-04-26 07:44:28.262 LOG_INFO  <load model>load GroundWater model DeepNet.cpp:88
2023-04-26 07:44:34.691 LOG_INFO  <load model>load GroundWater model successful! DeepNet.cpp:99
2023-04-26 07:44:34.692 LOG_INFO  <load model>ALL modl load successful! ano_detect_main.cpp:14
2023-04-26 07:44:34.692 LOG_INFO  ----------AnoServer start!----------- ano_detect_main.cpp:19
2023-04-26 07:44:51.742 LOG_INFO  <InitServer> server bind complete! server.cpp:30
2023-04-26 07:44:51.763 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 07:44:51.763 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 07:44:51.764 LOG_INFO  <AnoServer> Server accept complete! server.cpp:200
2023-04-26 07:44:51.783 LOG_INFO  <RecvInfo>recvInfo cols=720 server.cpp:86
2023-04-26 07:44:51.783 LOG_INFO  <RecvInfo>recvInfo rows=960 server.cpp:87
2023-04-26 07:44:51.783 LOG_INFO  <RecvInfo>recvInfo channels=3 server.cpp:88
2023-04-26 07:44:51.783 LOG_INFO  <RecvInfo>recvInfo status=ok server.cpp:89
2023-04-26 07:44:51.783 LOG_INFO  <RecvInfo>recvInfo file_path=demo/sly.jpg server.cpp:90
2023-04-26 07:44:51.784 LOG_INFO  <RecvInfo>recvInfo ano_type=GroundWater server.cpp:91
2023-04-26 07:44:51.808 LOG_INFO  <AnoServer> recv image successful! server.cpp:224
2023-04-26 07:44:51.809 LOG_INFO  <Recognition> start Recognition,Ano_type=FBGW server.cpp:237
2023-04-26 07:45:02.270 LOG_INFO  <Yolov5Detect>recognition type=1 yolov5.cpp:111
2023-04-26 07:48:35.536 LOG_INFO  <Yolov5Detect>total detect time=212.3602 yolov5.cpp:176
2023-04-26 07:49:06.245 LOG_ALARM -----------------  logr4z thread started!  ---------------------------- Logr.cpp:1725
2023-04-26 07:49:06.246 LOG_ALARM logrger id=0 key=Main name=Main path=./log/ level=0 display=true Logr.cpp:1735
2023-04-26 07:49:06.295 LOG_INFO  ----------load model!----------- ano_detect_main.cpp:10
2023-04-26 07:49:06.296 LOG_INFO  <load model>load GroundWater model DeepNet.cpp:88
2023-04-26 07:49:11.928 LOG_INFO  <load model>load GroundWater model successful! DeepNet.cpp:99
2023-04-26 07:49:11.929 LOG_INFO  <load model>ALL modl load successful! ano_detect_main.cpp:14
2023-04-26 07:49:11.930 LOG_INFO  ----------AnoServer start!----------- ano_detect_main.cpp:19
2023-04-26 07:49:11.930 LOG_INFO  <InitServer> server bind complete! server.cpp:30
2023-04-26 07:49:11.931 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 07:49:11.932 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 07:49:11.932 LOG_INFO  <AnoServer> Server accept complete! server.cpp:200
2023-04-26 07:49:11.951 LOG_INFO  <RecvInfo>recvInfo cols=720 server.cpp:86
2023-04-26 07:49:11.951 LOG_INFO  <RecvInfo>recvInfo rows=960 server.cpp:87
2023-04-26 07:49:11.953 LOG_INFO  <RecvInfo>recvInfo channels=3 server.cpp:88
2023-04-26 07:49:11.953 LOG_INFO  <RecvInfo>recvInfo status=ok server.cpp:89
2023-04-26 07:49:11.953 LOG_INFO  <RecvInfo>recvInfo file_path=demo/sly.jpg server.cpp:90
2023-04-26 07:49:11.953 LOG_INFO  <RecvInfo>recvInfo ano_type=GroundWater server.cpp:91
2023-04-26 07:49:11.977 LOG_INFO  <AnoServer> recv image successful! server.cpp:224
2023-04-26 07:49:11.977 LOG_INFO  <Recognition> start Recognition,Ano_type=FBGW server.cpp:237
2023-04-26 07:49:11.977 LOG_INFO  <Yolov5Detect>recognition type=1 yolov5.cpp:111
2023-04-26 07:49:12.479 LOG_INFO  <Yolov5Detect>total detect time=0.5022 yolov5.cpp:176
2023-04-26 08:01:46.001 LOG_ALARM -----------------  logr4z thread started!  ---------------------------- Logr.cpp:1725
2023-04-26 08:01:46.001 LOG_ALARM logrger id=0 key=Main name=Main path=./log/ level=0 display=true Logr.cpp:1735
2023-04-26 08:01:46.051 LOG_INFO  ----------load model!----------- ano_detect_main.cpp:10
2023-04-26 08:01:46.052 LOG_INFO  <load model>load GroundWater model DeepNet.cpp:88
2023-04-26 08:01:51.536 LOG_INFO  <load model>load GroundWater model successful! DeepNet.cpp:99
2023-04-26 08:01:51.536 LOG_INFO  <load model>ALL modl load successful! ano_detect_main.cpp:14
2023-04-26 08:01:51.537 LOG_INFO  ----------AnoServer start!----------- ano_detect_main.cpp:19
2023-04-26 08:01:51.537 LOG_INFO  <InitServer> server bind complete! server.cpp:30
2023-04-26 08:01:51.538 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 08:01:51.539 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 08:01:51.539 LOG_INFO  <AnoServer> Server accept complete! server.cpp:200
2023-04-26 08:01:51.558 LOG_INFO  <RecvInfo>recvInfo cols=720 server.cpp:86
2023-04-26 08:01:51.559 LOG_INFO  <RecvInfo>recvInfo rows=960 server.cpp:87
2023-04-26 08:01:51.559 LOG_INFO  <RecvInfo>recvInfo channels=3 server.cpp:88
2023-04-26 08:01:51.559 LOG_INFO  <RecvInfo>recvInfo status=ok server.cpp:89
2023-04-26 08:01:51.559 LOG_INFO  <RecvInfo>recvInfo file_path=demo/sly.jpg server.cpp:90
2023-04-26 08:01:51.560 LOG_INFO  <RecvInfo>recvInfo ano_type=GroundWater server.cpp:91
2023-04-26 08:01:51.584 LOG_INFO  <AnoServer> recv image successful! server.cpp:224
2023-04-26 08:01:51.584 LOG_INFO  <Recognition> start Recognition,Ano_type=FBGW server.cpp:237
2023-04-26 08:01:51.584 LOG_INFO  <Yolov5Detect>recognition type=1 yolov5.cpp:111
2023-04-26 08:05:26.894 LOG_ALARM -----------------  logr4z thread started!  ---------------------------- Logr.cpp:1725
2023-04-26 08:05:26.895 LOG_ALARM logrger id=0 key=Main name=Main path=./log/ level=0 display=true Logr.cpp:1735
2023-04-26 08:05:26.944 LOG_INFO  ----------load model!----------- ano_detect_main.cpp:10
2023-04-26 08:05:26.945 LOG_INFO  <load model>load GroundWater model DeepNet.cpp:88
2023-04-26 08:05:32.616 LOG_INFO  <load model>load GroundWater model successful! DeepNet.cpp:99
2023-04-26 08:05:32.616 LOG_INFO  <load model>ALL modl load successful! ano_detect_main.cpp:14
2023-04-26 08:05:32.616 LOG_INFO  ----------AnoServer start!----------- ano_detect_main.cpp:19
2023-04-26 08:05:32.616 LOG_INFO  <InitServer> server bind complete! server.cpp:30
2023-04-26 08:05:32.617 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 08:05:32.617 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 08:05:32.617 LOG_INFO  <AnoServer> Server accept complete! server.cpp:200
2023-04-26 08:05:32.637 LOG_INFO  <RecvInfo>recvInfo cols=720 server.cpp:86
2023-04-26 08:05:32.637 LOG_INFO  <RecvInfo>recvInfo rows=960 server.cpp:87
2023-04-26 08:05:32.637 LOG_INFO  <RecvInfo>recvInfo channels=3 server.cpp:88
2023-04-26 08:05:32.637 LOG_INFO  <RecvInfo>recvInfo status=ok server.cpp:89
2023-04-26 08:05:32.637 LOG_INFO  <RecvInfo>recvInfo file_path=demo/sly.jpg server.cpp:90
2023-04-26 08:05:32.637 LOG_INFO  <RecvInfo>recvInfo ano_type=GroundWater server.cpp:91
2023-04-26 08:05:32.663 LOG_INFO  <AnoServer> recv image successful! server.cpp:224
2023-04-26 08:05:32.663 LOG_INFO  <Recognition> start Recognition,Ano_type=FBGW server.cpp:237
2023-04-26 08:05:32.663 LOG_INFO  <Yolov5Detect>recognition type=1 yolov5.cpp:111
2023-04-26 08:16:17.301 LOG_ALARM -----------------  logr4z thread started!  ---------------------------- Logr.cpp:1725
2023-04-26 08:16:17.302 LOG_ALARM logrger id=0 key=Main name=Main path=./log/ level=0 display=true Logr.cpp:1735
2023-04-26 08:16:17.351 LOG_INFO  ----------load model!----------- ano_detect_main.cpp:10
2023-04-26 08:16:17.352 LOG_INFO  <load model>load GroundWater model DeepNet.cpp:88
2023-04-26 08:16:26.211 LOG_INFO  <load model>load GroundWater model successful! DeepNet.cpp:99
2023-04-26 08:16:26.256 LOG_INFO  <load model>ALL modl load successful! ano_detect_main.cpp:14
2023-04-26 08:16:26.256 LOG_INFO  ----------AnoServer start!----------- ano_detect_main.cpp:19
2023-04-26 08:16:26.256 LOG_INFO  <InitServer> server bind complete! server.cpp:30
2023-04-26 08:16:26.337 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 08:16:26.338 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 08:16:26.339 LOG_INFO  <AnoServer> Server accept complete! server.cpp:200
2023-04-26 08:16:26.389 LOG_INFO  <RecvInfo>recvInfo cols=720 server.cpp:86
2023-04-26 08:16:26.390 LOG_INFO  <RecvInfo>recvInfo rows=960 server.cpp:87
2023-04-26 08:16:26.390 LOG_INFO  <RecvInfo>recvInfo channels=3 server.cpp:88
2023-04-26 08:16:26.391 LOG_INFO  <RecvInfo>recvInfo status=ok server.cpp:89
2023-04-26 08:16:26.391 LOG_INFO  <RecvInfo>recvInfo file_path=demo/sly.jpg server.cpp:90
2023-04-26 08:16:26.392 LOG_INFO  <RecvInfo>recvInfo ano_type=GroundWater server.cpp:91
2023-04-26 08:16:26.415 LOG_INFO  <AnoServer> recv image successful! server.cpp:224
2023-04-26 08:16:26.415 LOG_INFO  <Recognition> start Recognition,Ano_type=FBGW server.cpp:237
2023-04-26 08:16:26.416 LOG_INFO  <Yolov5Detect>recognition type=1 yolov5.cpp:111
2023-04-26 08:16:27.018 LOG_INFO  <Yolov5Detect>total detect time=0.6018 yolov5.cpp:177
2023-04-26 08:22:05.734 LOG_ALARM -----------------  logr4z thread started!  ---------------------------- Logr.cpp:1725
2023-04-26 08:22:05.736 LOG_ALARM logrger id=0 key=Main name=Main path=./log/ level=0 display=true Logr.cpp:1735
2023-04-26 08:22:05.784 LOG_INFO  ----------load model!----------- ano_detect_main.cpp:10
2023-04-26 08:22:05.785 LOG_INFO  <load model>load GroundWater model DeepNet.cpp:88
2023-04-26 08:22:16.496 LOG_INFO  <load model>load GroundWater model successful! DeepNet.cpp:99
2023-04-26 08:22:16.515 LOG_INFO  <load model>ALL modl load successful! ano_detect_main.cpp:14
2023-04-26 08:22:16.515 LOG_INFO  ----------AnoServer start!----------- ano_detect_main.cpp:19
2023-04-26 08:22:16.516 LOG_INFO  <InitServer> server bind complete! server.cpp:30
2023-04-26 08:22:16.594 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 08:22:16.595 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 08:22:16.596 LOG_INFO  <AnoServer> Server accept complete! server.cpp:200
2023-04-26 08:22:16.654 LOG_INFO  <RecvInfo>recvInfo cols=720 server.cpp:86
2023-04-26 08:22:16.654 LOG_INFO  <RecvInfo>recvInfo rows=960 server.cpp:87
2023-04-26 08:22:16.654 LOG_INFO  <RecvInfo>recvInfo channels=3 server.cpp:88
2023-04-26 08:22:16.654 LOG_INFO  <RecvInfo>recvInfo status=ok server.cpp:89
2023-04-26 08:22:16.656 LOG_INFO  <RecvInfo>recvInfo file_path=demo/sly.jpg server.cpp:90
2023-04-26 08:22:16.656 LOG_INFO  <RecvInfo>recvInfo ano_type=GroundWater server.cpp:91
2023-04-26 08:22:16.680 LOG_INFO  <AnoServer> recv image successful! server.cpp:224
2023-04-26 08:22:16.681 LOG_INFO  <Recognition> start Recognition,Ano_type=FBGW server.cpp:237
2023-04-26 08:22:16.683 LOG_INFO  <Yolov5Detect>recognition type=1 yolov5.cpp:116
2023-04-26 08:22:17.357 LOG_INFO  <Yolov5Detect>total detect time=0.6726 yolov5.cpp:182
2023-04-26 08:23:51.218 LOG_ALARM -----------------  logr4z thread started!  ---------------------------- Logr.cpp:1725
2023-04-26 08:23:51.218 LOG_ALARM logrger id=0 key=Main name=Main path=./log/ level=0 display=true Logr.cpp:1735
2023-04-26 08:23:51.268 LOG_INFO  ----------load model!----------- ano_detect_main.cpp:10
2023-04-26 08:23:51.269 LOG_INFO  <load model>load GroundWater model DeepNet.cpp:88
2023-04-26 08:23:58.953 LOG_INFO  <load model>load GroundWater model successful! DeepNet.cpp:99
2023-04-26 08:23:58.966 LOG_INFO  <load model>ALL modl load successful! ano_detect_main.cpp:14
2023-04-26 08:23:58.966 LOG_INFO  ----------AnoServer start!----------- ano_detect_main.cpp:19
2023-04-26 08:23:58.966 LOG_INFO  <InitServer> server bind complete! server.cpp:30
2023-04-26 08:23:59.078 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 08:23:59.079 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 08:23:59.079 LOG_INFO  <AnoServer> Server accept complete! server.cpp:200
2023-04-26 08:23:59.117 LOG_INFO  <RecvInfo>recvInfo cols=720 server.cpp:86
2023-04-26 08:23:59.117 LOG_INFO  <RecvInfo>recvInfo rows=960 server.cpp:87
2023-04-26 08:23:59.117 LOG_INFO  <RecvInfo>recvInfo channels=3 server.cpp:88
2023-04-26 08:23:59.118 LOG_INFO  <RecvInfo>recvInfo status=ok server.cpp:89
2023-04-26 08:23:59.118 LOG_INFO  <RecvInfo>recvInfo file_path=demo/sly.jpg server.cpp:90
